"<string>:{series}:zhTW","<string>:{series}:jaJP","<string>:{series}:enUS","<string>:{name}:zhTW","<string>:{name}:jaJP","<string>:{name}:enUS","<number>:rare","<string>:type","<number>:attack","<number>:criticalRate","<number>:defense","<string>:{element}:{attack}:type","<number>:{element}:{attack}:minValue","<null>:{element}:{attack}:maxValue","<string>:{element}:{status}:type","<number>:{element}:{status}:minValue","<null>:{element}:{status}:maxValue","<number>:{sharpness}:red","<number>:{sharpness}:orange","<number>:{sharpness}:yellow","<number>:{sharpness}:green","<number>:{sharpness}:blue","<number>:{sharpness}:white","<null>:{sharpness}:purple","<number>:[slots]:{0}:size","<number>:[slots]:{1}:size","<number>:[slots]:{2}:size","<number>:{enhance}:amount","<string>:{enhance}:[list]:{0}:name","<string>:{enhance}:[list]:{1}:name","<string>:{enhance}:[list]:{2}:name","<string>:{enhance}:[list]:{3}:name","<string>:{enhance}:[list]:{4}:name","<string>:{enhance}:[list]:{5}:name","<string>:{enhance}:[list]:{6}:name","<string>:{enhance}:[list]:{7}:name","<string>:{enhance}:[list]:{8}:name","<string>:{enhance}:[list]:{9}:name","<string>:{enhance}:[list]:{10}:name","<string>:{enhance}:[list]:{11}:name","<string>:{enhance}:[list]:{12}:name","<string>:{enhance}:[list]:{13}:name","<string>:{enhance}:[list]:{14}:name","<string>:{enhance}:[list]:{15}:name","<string>:{enhance}:[list]:{16}:name","<string>:{enhance}:[list]:{17}:name","<string>:{enhance}:[list]:{18}:name","<string>:{enhance}:[list]:{19}:name","<string>:{enhance}:[list]:{20}:name","<string>:{enhance}:[list]:{21}:name","<string>:{enhance}:[list]:{22}:name","<string>:{enhance}:[list]:{23}:name","<string>:{enhance}:[list]:{24}:name","<string>:{enhance}:[list]:{25}:name","<string>:{enhance}:[list]:{26}:name","<string>:{enhance}:[list]:{27}:name","<string>:{enhance}:[list]:{28}:name","<string>:{enhance}:[list]:{29}:name","<string>:{enhance}:[list]:{30}:name","<string>:{enhance}:[list]:{31}:name","<string>:{enhance}:[list]:{32}:name","<string>:{enhance}:[list]:{33}:name","<string>:{enhance}:[list]:{34}:name"
"狗龍","バルバダブレイド","Great Sword Bone","狗龍大劍I","スキロスブレイドI","Hack Blade I","2","greatSword","100","0","0","","","","","","","40","110","30","16","","","","","","","1","小型特效","鈍刃一擊","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"狗龍","バルバダブレイド","Great Sword Bone","狗龍大劍II","スキロスブレイドII","Hack Blade II","2","greatSword","110","0","0","","","","","","","50","140","30","32","","","","","","","1","小型特效","鈍刃一擊","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"狗龍","バルバダブレイド","","狗龍蠻王劍","バルバダブレイド","Jaggi Greatblade","5","greatSword","180","0","0","","","","","","","50","160","30","30","50","20","","","","","1","鈍刃一擊","防禦力強化II","防禦研磨術I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"蠻顎龍","蛮顎大剣フラムヘレヴ","","蠻顎龍大劍I","フラムエルヘレヴI","Flammenzahn I","3","greatSword","140","-20","0","fire","20","","","","","120","70","30","32","","","","","","","1","屬性強化【火】I","悔恨一擊","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"蠻顎龍","蛮顎大剣フラムヘレヴ","Great Sword Bone","蠻顎龍大劍II","フラムエルヘレヴII","Flammenzahn II","5","greatSword","200","-20","0","fire","24","","","","","120","100","30","90","10","","","3","","","1","屬性強化【火】II","悔恨一擊","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"蠻顎龍","蛮顎大剣フラムヘレヴ","Great Sword Bone","蠻顎大劍","蛮顎大剣フラムヘレヴ","Gnashing Flammenzahn","6","greatSword","220","-20","0","fire","26","","","","","130","120","40","50","50","","","3","","","1","屬性強化【火】III","悔恨一擊","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷狼龍","王牙大剣【黒雷】","Great Sword Bone","王大劍風雷I","王大剣フウライI","Usurper's Storm I","3","greatSword","120","0","0","thunder","30","","","","","70","40","50","80","","","","","","","1","屬性強化【雷】I","攻擊力強化I","水棲系特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷狼龍","王牙大剣【黒雷】","Great Sword Bone","王大劍風雷II","王大剣フウライII","Usurper's Storm II","5","greatSword","170","0","0","thunder","35","","","","","60","30","100","100","8","","","1","","","1","屬性強化【雷】I","攻擊力強化II","水棲系特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷狼龍","王牙大剣【黒雷】","Great Sword Bone","王牙大劍【黑雷】","王牙大剣【黒雷】","Despot's Blackstorm","6","greatSword","200","0","","thunder","38","","","","","60","40","120","100","40","30","","1","1","","5","屬性強化【雷】II","攻擊力強化II","水棲系特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"水獸","カタラクトブレイド","Great Sword Bone","暴雨大劍I","カタラクトソードI","Cataclysm Sword I","2","greatSword","90","0","0","water","30","","","","","40","70","50","36","","","","","","","1","屬性強化【水】I","攻擊力強化II","水異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"水獸","カタラクトブレイド","Great Sword Bone","暴雨大劍II","カタラクトソードII","Cataclysm Sword II","2","greatSword","100","0","0","water","32","","","","","50","70","80","48","","","","","","","1","屬性強化【水】I","攻擊力強化II","水異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"水獸","カタラクトブレイド","Great Sword Bone","暴雨巨刃","カタラクトブレイド","Cataclysm Blade","5","greatSword","170","0","0","water","35","","","","","60","40","120","100","20","","","2","1","1","1","屬性強化【水】II","攻擊力強化III","水異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"白兔獸","白兎大剣シャーロット","Great Sword Bone","冰雪大劍I","スノウクラッドI","Snowclad I","1","greatSword","90","0","0","ice","20","","","","","70","80","44","","","","","","","","1","小型特效","屬性強化【冰】I","攻擊力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"白兔獸","白兎大剣シャーロット","Great Sword Bone","冰雪大劍II","スノウクラッドII","Snowclad II","2","greatSword","100","0","0","ice","25","","","","","70","60","40","24","","","","","","","1","小型特效","屬性強化【冰】II","攻擊力強化I","屬性強化【水】II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"白兔獸","白兎大剣シャーロット","Great Sword Bone","白兔大劍夏洛特","白兎大剣シャーロット","Lagombi Charlotte","4","greatSword","150","0","0","ice","35","","","","","60","30","100","100","40","10","","1","1","","1","屬性強化【冰】II","攻擊力強化II","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","禍ツ大剣ノ幽鬼ムダン","Great Sword Independent","禍大劍【封】I","禍ツ大剣【封】I","Sinister Blade I","3","greatSword","130","0","0","","","","blast","15","","160","20","40","110","10","","","","","","1","屬性強化【爆破】I","怨虎龍之魂","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","禍ツ大剣ノ幽鬼ムダン","Great Sword Independent","禍大劍【封】II","禍ツ大剣【封】II","Sinister Blade II","3","greatSword","140","0","0","","","","blast","18","","170","20","20","110","20","","","","","","1","屬性強化【爆破】I","怨虎龍之魂","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","禍ツ大剣ノ幽鬼ムダン","Great Sword Independent","禍大劍之幽鬼巫堂","禍ツ大剣ノ幽鬼ムダン","Sinister Shadowblade","6","greatSword","200","0","0","","","","blast","25","","190","10","20","90","60","20","","2","1","","1","屬性強化【爆破】II","怨虎龍之魂","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","大鬼金棒","Great Sword Independent","鬼金棒I","鬼金棒I","Demon Rod I","5","greatSword","180","10","0","thunder","20","","","","","50","20","100","80","","","","","","","1","屬性強化【雷】I","會心率強化I","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","大鬼金棒","Great Sword Independent","鬼金棒II","鬼金棒II","Demon Rod II","6","greatSword","190","10","0","thunder","24","","","","","20","40","100","130","10","","","3","","","1","屬性強化【雷】II","會心率強化I","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","大鬼金棒","Great Sword Independent","大鬼金棒","大鬼金棒","Great Demon Rod","7","greatSword","210","10","10","thunder","26","","","","","50","60","80","100","50","10","","3","","","5","屬性強化【雷】II","會心率強化II","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風断チ","Great Sword Independent","暴風神大劍I","あかしまの神大剣I","Azure Elder Great Sword I","5","greatSword","180","0","0","dragon","10","","","","","20","20","20","40","140","","","","","","1","屬性強化【龍】III","空棲系特效","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風断チ","Great Sword Independent","暴風神大劍II","あかしまの神大剣II","Azure Elder Great Sword II","6","greatSword","200","0","0","dragon","12","","","","","20","20","50","50","150","10","","","","","1","屬性強化【龍】III","空棲系特效","風神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風断チ","Great Sword Independent","神淵風斬劍","神淵ノ風断チ","Abyssal Galeblade","7","greatSword","210","0","","dragon","15","","","","","20","20","80","60","150","10","","","","","5","屬性強化【龍】IV","空棲系特效","風神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷神龍","神源ノ雷断チ","Great Sword Independent","雷鳴神大劍I","かんなりの神大剣I","Thunderbolt Great Sword I","6","greatSword","180","0","0","thunder","46","","","","","20","20","190","40","50","20","","","","","1","攻擊力強化II","空棲系特效","雷神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷神龍","神源ノ雷断チ","Great Sword Independent","神源雷斬劍","神源ノ雷断チ","Abyssal Storm Cleaver","7","greatSword","190","0","","thunder","50","","","","","10","20","220","40","70","30","","","","","5","攻擊力強化III","空棲系特效","雷神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鋼龍","","Great Sword Independent","鋼冰大劍I","鋼氷大剣I","Icesteel Edge I","6","greatSword","180","10","0","ice","40","","","","","70","40","120","90","60","10","","1","","","1","攻擊力強化II","會心率強化II","鋼龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鋼龍","ダオラ=デグニダル","Great Sword Independent","鋼龍凍大劍","ダオラ=デグニダル","Daora's Decimator","7","greatSword","190","10","10","ice","45","","","","","80","120","70","40","30","8","","1","","","5","攻擊力強化III","會心率強化III","鋼龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"炎王龍","","Great Sword Independent","炎王之刃I","テスカブレイドI","Teostra Blade I","6","greatSword","180","0","0","","","","blast","38","","150","20","80","90","40","10","","","","","1","攻擊力強化II","火異常特效","炎王龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"炎王龍","キングテスカブレイド","Great Sword Independent","炎皇之刃","キングテスカブレイド","King Teostra Blade","7","greatSword","190","0","","","","","blast","45","","160","50","30","90","40","20","","","","","5","攻擊力強化III","火異常特效","炎王龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"霞龍","","Great Sword Independent","獅尾毒彎刀I","グランシャムシールI","Grand Shamshir I","6","greatSword","180","0","0","","","","poison","60","","100","30","80","90","50","40","","2","1","1","1","攻擊力強化II","防禦力強化III","霞龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"霞龍","アミナスシャムシール","Great Sword Independent","相鄰獅尾刀","アミナスシャムシール","Foreboding Shamshir","7","greatSword","190","0","","","","","poison","66","","50","30","100","90","80","40","","2","1","1","5","攻擊力強化III","防禦力強化III","霞龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"天慧龍","龍天大剣クリムゾナル","","赫翼大劍I","赫翼の大剣I","Redwing Claymore I","6","greatSword","170","0","","dragon","42","","","","","180","","","","","60","","2","","","5","天彗龍之魂","攻擊力強化III","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"天慧龍","龍天大剣クリムゾナル","Great Sword Independent","龍天大劍緋紅之哈雷","龍天大剣クリムゾナル","Reddnaught Claymore","7","greatSword","180","0","","dragon","45","","","","","60","","","","","80","","2","","","5","天彗龍之魂","攻擊力強化III","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"混沌","毒断マッシュローグ","Great Sword Independent","龍之棲所I","リュウノコシカケI","Wyvern's Perch I","2","greatSword","100","0","0","","","","poison","30","","20","30","140","","","","","","","","1","屬性強化【毒】I","鈍刃一擊","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"混沌","毒断マッシュローグ","Great Sword Independent","龍之棲所II","リュウノコシカケII","Wyvern's Perch II","4","greatSword","180","0","0","","","","poison","32","","30","40","170","50","10","","","","","","1","屬性強化【毒】I","鈍刃一擊","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"混沌","毒断マッシュローグ","Great Sword Independent","毒斷群居菌菇","毒断マッシュローグ","Roguish Deathcap","5","greatSword","210","0","0","","","","poison","35","","30","30","170","50","10","","","","","","1","屬性強化【毒】I","鈍刃一擊","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"貝殼","睡貝大剣ピンクターダ","Great Sword Independent","誘入夢鄉之貝大劍I","睡りを誘う貝大剣I","Sleepy Shellblade I","2","greatSword","100","0","15","","","","sleep","8","","50","50","90","8","","","","","","","1","屬性強化【睡眠】I","水棲系特效","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
